kepoi_name,kepler_name,glon,glat,sma,smaunc,prad,pradunc,kepoi_type
KOI 1445.01,,78.960376,19.497046,0.0780,,1.28,,CANDIDATE
KOI 1445.02,,78.960376,19.497046,0.2990,,1.12,,CANDIDATE
KOI 1445.03,,78.960376,19.497046,0.1540,,0.91,,CANDIDATE
KOI 1448.01,,77.933646,14.869537,0.0370,,24.25,,CANDIDATE
KOI 1452.01,,75.835319,11.166899,0.0240,,22.39,,CANDIDATE
KOI 1456.01,,76.888215,10.216320,0.0750,,8.77,,CANDIDATE
KOI 1457.01,,77.708213,14.924974,0.0770,,7.77,,CANDIDATE
KOI 1458.01,,83.812034,12.654070,0.0870,,6.64,,CANDIDATE
KOI 1459.01,,77.203691,16.561943,0.0130,,4.17,,CANDIDATE
KOI 1463.01,,74.529636,14.613511,,,17.39,,CANDIDATE
KOI 1465.01,,80.230407,18.403446,0.0870,,7.32,,CANDIDATE
KOI 1466.01,,76.236356,17.900040,0.7790,,11.13,,CANDIDATE
KOI 1468.01,,80.942797,9.413910,0.0790,,3.49,,CANDIDATE
KOI 1470.01,,79.947641,10.025562,0.1230,,4.02,,CANDIDATE
KOI 1472.01,,76.605905,10.449536,0.3560,,5.33,,CANDIDATE
KOI 1473.01,,72.091842,19.878510,0.1590,,7.14,,CANDIDATE
KOI 1474.01,,83.934550,13.532323,0.3630,,9.30,,CANDIDATE
KOI 1475.01,,74.472224,6.907894,0.0210,,1.24,,CANDIDATE
KOI 1475.02,,74.472224,6.907894,0.0700,,1.63,,CANDIDATE
KOI 1476.01,,82.717520,16.138375,0.2660,,4.19,,CANDIDATE
KOI 1477.01,,74.471158,15.067681,0.9250,,9.36,,CANDIDATE
KOI 1478.01,,82.197473,17.291676,0.3420,,5.25,,CANDIDATE
KOI 1480.01,,73.900716,15.554313,0.1330,,2.58,,CANDIDATE
KOI 1480.02,,73.900716,15.554313,0.0650,,1.05,,CANDIDATE
KOI 1481.01,,79.495972,11.182653,0.0570,,3.01,,CANDIDATE
KOI 1486.01,,76.704932,10.758123,0.7700,,8.63,,CANDIDATE
KOI 1486.02,,76.704932,10.758123,0.1860,,2.52,,CANDIDATE
KOI 1488.01,,78.445337,13.161424,0.0460,,2.26,,CANDIDATE
KOI 1489.01,,77.597974,15.904911,0.1170,,2.04,,CANDIDATE
KOI 1491.01,,80.445335,9.960464,0.0390,,2.05,,CANDIDATE
KOI 1494.01,,82.930470,13.010462,0.0710,,1.96,,CANDIDATE
KOI 1495.01,,77.541183,8.440331,0.1210,,2.69,,CANDIDATE
KOI 1498.01,,76.468401,17.830802,0.0670,,2.88,,CANDIDATE
KOI 1499.01,,77.807757,8.539930,0.1060,,2.33,,CANDIDATE
KOI 1501.01,,74.832267,13.256256,0.0330,,1.42,,CANDIDATE
KOI 1502.01,,82.192158,15.657422,0.0280,,2.13,,CANDIDATE
KOI 1503.01,,81.861318,18.217693,0.5110,,3.36,,CANDIDATE
KOI 1505.01,,76.151389,19.694486,0.0570,,2.08,,CANDIDATE
KOI 1506.01,,82.132693,16.875549,0.2220,,2.83,,CANDIDATE
KOI 1507.01,,83.281935,13.223114,0.1520,,2.58,,CANDIDATE
KOI 1508.01,,76.540738,10.502379,0.1540,,2.99,,CANDIDATE
KOI 1510.01,,82.853974,13.240882,0.0160,,1.50,,CANDIDATE
KOI 1511.01,,77.060649,10.041978,0.0360,,1.67,,CANDIDATE
KOI 1512.01,,80.908633,18.141075,0.0820,,2.49,,CANDIDATE
KOI 1515.01,,73.343685,18.160743,0.0260,,1.01,,CANDIDATE
KOI 1515.02,,73.343685,18.160743,0.0610,,1.53,,CANDIDATE
KOI 1516.01,,84.301845,13.022027,0.1520,,2.87,,CANDIDATE
KOI 1517.01,,76.370617,10.060401,0.2200,,2.93,,CANDIDATE
KOI 1518.01,,77.315255,8.618268,0.1760,,1.94,,CANDIDATE
KOI 1519.01,,73.166980,17.831803,0.0550,,1.55,,CANDIDATE
KOI 1520.01,,77.978491,14.848197,0.1290,,1.98,,CANDIDATE
KOI 1521.01,,76.807594,17.778000,0.1540,,1.80,,CANDIDATE
KOI 1522.01,,83.795840,13.190124,0.1980,,2.32,,CANDIDATE
KOI 1523.01,,80.944587,9.488054,0.0790,,1.78,,CANDIDATE
KOI 1525.01,,73.053218,18.956785,0.0850,,2.38,,CANDIDATE
KOI 1526.01,,77.871529,15.453013,0.0550,,1.38,,CANDIDATE
KOI 1527.01,,77.404733,9.192168,0.6350,,4.33,,CANDIDATE
KOI 1528.01,,76.553460,10.408175,0.0440,,0.82,,CANDIDATE
KOI 1529.01,KEPLER-59 c,77.303329,16.677705,0.1360,,1.98,,CONFIRMED
KOI 1529.02,KEPLER-59 b,77.303329,16.677705,0.1030,,1.10,,CONFIRMED
KOI 1530.01,,80.724989,18.384748,0.1010,,1.59,,CANDIDATE
KOI 1531.01,,81.955624,14.603215,0.0610,,1.40,,CANDIDATE
KOI 1532.01,,80.724624,16.846555,0.1430,,2.09,,CANDIDATE
KOI 1533.01,,74.152722,16.025506,0.0670,,1.56,,CANDIDATE
KOI 1534.01,,71.792486,11.884361,0.1540,,1.69,,CANDIDATE
KOI 1535.01,,82.640217,12.820003,0.3300,,2.07,,CANDIDATE
KOI 1536.01,,82.437892,15.598662,0.0490,,1.28,,CANDIDATE
KOI 1537.01,,76.055636,20.316688,0.0960,,0.85,,CANDIDATE
KOI 1540.01,,75.989777,6.311415,0.0200,,31.64,,CANDIDATE
KOI 1541.01,,72.954532,9.790846,0.0370,,23.16,,CANDIDATE
KOI 1543.01,,72.489725,11.908794,0.0480,,13.69,,CANDIDATE
KOI 1546.01,,75.579561,6.589500,0.0180,,9.92,,CANDIDATE
KOI 1547.01,,73.808460,9.363577,0.1950,,12.77,,CANDIDATE
KOI 1549.01,,78.617066,7.890717,0.1730,,61.99,,CANDIDATE
KOI 1552.01,,78.441338,7.897471,0.3200,,8.51,,CANDIDATE
KOI 1553.01,,74.949208,14.651647,0.2880,,7.88,,CANDIDATE
KOI 1557.01,,73.986284,9.249233,0.0400,,3.60,,CANDIDATE
KOI 1557.02,,73.986284,9.249233,0.0820,,3.01,,CANDIDATE
KOI 1557.03,,73.986284,9.249233,0.0550,,3.27,,CANDIDATE
KOI 1557.04,,73.986284,9.249233,0.0240,,1.35,,CANDIDATE
KOI 1560.01,,78.005870,8.903323,0.1910,,17.56,,CANDIDATE
KOI 1561.01,,74.093068,7.925514,0.0780,,21.50,,CANDIDATE
KOI 1563.01,,75.599742,5.973450,0.0550,,3.06,,CANDIDATE
KOI 1563.02,,75.599742,5.973450,0.0730,,2.80,,CANDIDATE
KOI 1563.03,,75.599742,5.973450,0.0390,,1.85,,CANDIDATE
KOI 1563.04,,75.599742,5.973450,0.1160,,3.16,,CANDIDATE
KOI 1564.01,,72.624747,11.434358,0.2830,,5.52,,CANDIDATE
KOI 1567.01,,72.020828,13.296332,0.0690,,2.46,,CANDIDATE
KOI 1567.02,,72.020828,13.296332,0.0510,,1.93,,CANDIDATE
KOI 1567.03,,72.020828,13.296332,0.1230,,2.22,,CANDIDATE
KOI 1567.04,,72.020828,13.296332,0.2320,,2.69,,CANDIDATE
KOI 1569.01,,73.570136,18.245530,0.0990,,2.79,,CANDIDATE
KOI 1570.01,,74.090869,17.021013,0.0690,,3.12,,CANDIDATE
KOI 1572.01,,78.055350,15.721567,0.0900,,2.57,,CANDIDATE
KOI 1573.01,,74.504001,7.440704,0.1640,,4.59,,CANDIDATE
KOI 1574.01,,80.910874,10.108457,0.4540,,5.91,,CANDIDATE
KOI 1576.01,,75.109908,6.950110,0.0910,,3.20,,CANDIDATE
KOI 1576.02,,75.109908,6.950110,0.1060,,2.84,,CANDIDATE
KOI 1576.03,,75.109908,6.950110,0.1560,,1.64,,CANDIDATE
KOI 1577.01,,82.500293,17.111108,0.0320,,1.33,,CANDIDATE
KOI 1581.01,,73.236304,18.659797,0.1750,,2.45,,CANDIDATE
KOI 1582.01,,71.994140,11.946538,0.6110,,6.59,,CANDIDATE
KOI 1583.01,,83.101650,16.478304,0.0770,,2.01,,CANDIDATE
KOI 1584.01,,77.405779,17.052466,0.0530,,1.34,,CANDIDATE
KOI 1585.01,,75.220657,7.287063,0.1370,,2.30,,CANDIDATE
KOI 1586.01,,80.362988,11.166565,0.0670,,1.75,,CANDIDATE
KOI 1587.01,,76.116566,20.222332,0.2510,,17.74,,CANDIDATE
KOI 1588.01,,73.136497,11.620390,0.0370,,1.20,,CANDIDATE
KOI 1589.01,,75.353810,6.688652,0.0820,,2.23,,CANDIDATE
KOI 1589.02,,75.353810,6.688652,0.1060,,2.36,,CANDIDATE
KOI 1589.03,,75.353810,6.688652,0.1760,,2.41,,CANDIDATE
KOI 1589.04,,75.353810,6.688652,0.0500,,1.27,,CANDIDATE
KOI 1589.05,,75.353810,6.688652,0.2430,,1.96,,CANDIDATE
KOI 1590.01,,74.104816,9.377248,0.0970,,1.66,,CANDIDATE
KOI 1590.02,,74.104816,9.377248,0.0310,,1.20,,CANDIDATE
KOI 1591.01,,80.830495,10.202701,0.1310,,2.79,,CANDIDATE
KOI 1593.01,,74.372125,8.294221,0.0880,,2.21,,CANDIDATE
KOI 1595.01,,78.350090,15.102476,0.2230,,2.83,,CANDIDATE
KOI 1596.01,,80.770369,10.349400,0.0590,,1.60,,CANDIDATE
KOI 1596.02,,80.770369,10.349400,0.4000,,3.69,,CANDIDATE
KOI 1597.01,,75.118573,6.449054,0.0860,,2.67,,CANDIDATE
KOI 1598.01,,78.129901,15.674124,0.2730,,3.14,,CANDIDATE
KOI 1598.02,,78.129901,15.674124,0.3800,,2.39,,CANDIDATE
KOI 1598.03,,78.129901,15.674124,0.1070,,1.40,,CANDIDATE
KOI 1599.01,,75.507160,6.670400,0.1450,,2.28,,CANDIDATE
KOI 1601.01,,72.140980,13.155921,0.0900,,1.52,,CANDIDATE
KOI 1602.01,,74.677670,6.700801,0.0880,,1.64,,CANDIDATE
KOI 1603.01,,71.901177,13.005289,0.0410,,1.49,,CANDIDATE
KOI 1605.01,,72.502143,11.243782,0.0570,,2.53,,CANDIDATE
KOI 1606.01,,78.214189,14.805273,0.0580,,1.60,,CANDIDATE
KOI 1608.01,,76.493037,20.022712,0.0880,,1.81,,CANDIDATE
KOI 1608.02,,76.493037,20.022712,0.1460,,1.58,,CANDIDATE
KOI 1609.01,,72.524697,11.112667,0.2400,,2.34,,CANDIDATE
KOI 1611.02,KEPLER-16 b,82.785564,17.366235,,,,,CONFIRMED
KOI 1612.01,,78.475089,18.738606,0.0360,,0.76,,CANDIDATE
KOI 1613.01,,72.034256,15.816795,0.1270,,1.08,,CANDIDATE
KOI 1615.01,,73.257847,8.095088,0.0250,,1.17,,CANDIDATE
KOI 1616.01,,76.787401,14.604284,0.1200,,1.37,,CANDIDATE
KOI 1618.01,,76.511904,9.228052,0.0370,,0.77,,CANDIDATE
KOI 1619.01,,73.107110,8.306417,0.1290,,0.80,,CANDIDATE
KOI 1621.01,,75.705146,6.596349,0.1550,,2.48,,CANDIDATE
KOI 1622.01,,75.774012,10.916859,0.4040,,3.68,,CANDIDATE
KOI 1626.01,,76.400214,7.413980,0.0330,,1.74,,CANDIDATE
KOI 1627.01,,76.372605,7.851738,0.0860,,2.14,,CANDIDATE
KOI 1627.02,,76.372605,7.851738,0.0600,,1.45,,CANDIDATE
KOI 1628.01,,77.119181,7.582667,0.1530,,2.74,,CANDIDATE
KOI 1629.01,,76.615798,13.827789,0.0550,,1.49,,CANDIDATE
KOI 1630.01,,77.028052,14.128973,0.0960,,1.69,,CANDIDATE
KOI 1632.01,,77.454798,14.062136,0.0540,,1.30,,CANDIDATE
KOI 1633.01,,77.793288,13.913339,0.1940,,1.87,,CANDIDATE
KOI 1636.01,,82.121853,9.889527,0.0360,,1.07,,CANDIDATE
KOI 1637.01,,82.164211,9.925513,0.0370,,1.78,,CANDIDATE
KOI 1639.02,,81.908854,10.667455,0.0940,,1.37,,CANDIDATE
KOI 1641.01,,82.161822,10.576676,0.0560,,1.30,,CANDIDATE
KOI 1643.01,,82.334933,10.736825,0.0970,,2.05,,CANDIDATE
KOI 1646.01,,82.508067,10.565609,0.0430,,1.02,,CANDIDATE
KOI 1647.01,,82.643822,10.769598,0.1150,,1.92,,CANDIDATE
KOI 1647.02,,82.643822,10.769598,0.1910,,1.91,,CANDIDATE
KOI 1647.03,,82.643822,10.769598,0.0650,,1.06,,CANDIDATE
KOI 1648.01,,78.720410,19.281106,0.2180,,1.58,,CANDIDATE
KOI 1649.01,,79.037723,19.386679,0.0400,,1.07,,CANDIDATE
KOI 1650.01,,79.091646,19.290843,0.0680,,2.60,,CANDIDATE
KOI 1651.01,,79.197859,19.104998,0.2670,,2.52,,CANDIDATE
KOI 1655.01,,79.565831,19.149688,0.0180,,1.49,,CANDIDATE
KOI 1656.01,,72.748820,9.311788,0.2670,,2.11,,CANDIDATE
KOI 1659.01,,71.900245,11.592117,0.2000,,2.65,,CANDIDATE
KOI 1660.01,,71.982519,11.845595,0.2090,,1.85,,CANDIDATE
KOI 1662.01,,73.358898,9.188734,0.0160,,1.70,,CANDIDATE
KOI 1665.01,,73.438593,9.196503,0.0740,,1.22,,CANDIDATE
KOI 1665.02,,73.438593,9.196503,0.0670,,1.02,,CANDIDATE
KOI 1669.01,,72.522720,11.737508,0.3060,,2.00,,CANDIDATE
KOI 1672.01,,72.419532,12.163376,0.1770,,1.89,,CANDIDATE
KOI 1675.01,,72.897147,11.350368,0.1100,,7.61,,CANDIDATE
KOI 1677.01,,72.471942,12.546278,0.2590,,1.91,,CANDIDATE
KOI 1677.02,,72.471942,12.546278,0.0770,,0.71,,CANDIDATE
KOI 1681.01,,73.036819,11.461519,0.0580,,1.28,,CANDIDATE
KOI 1683.01,,73.018792,13.040830,0.0850,,1.75,,CANDIDATE
KOI 1684.01,,74.358164,10.214515,0.3200,,6.73,,CANDIDATE
KOI 1685.01,,74.536967,10.013751,0.3480,,3.44,,CANDIDATE
KOI 1686.01,,76.306737,7.017683,0.2360,,1.41,,CANDIDATE
KOI 1687.01,,73.332690,12.739253,0.0440,,1.64,,CANDIDATE
KOI 1688.01,,76.415368,7.103285,0.0170,,0.93,,CANDIDATE
KOI 1692.01,,75.429317,9.805560,0.0650,,2.65,,CANDIDATE
KOI 1692.02,,75.429317,9.805560,0.0360,,0.84,,CANDIDATE
KOI 1693.01,,74.983838,10.760871,0.0420,,2.29,,CANDIDATE
KOI 1700.01,,76.924653,8.542979,0.0720,,1.49,,CANDIDATE
KOI 1701.01,,77.073206,8.300178,0.0420,,1.69,,CANDIDATE
KOI 1702.01,,77.229059,8.210479,0.0210,,1.63,,CANDIDATE
KOI 1704.01,,77.413156,8.073999,0.0910,,2.89,,CANDIDATE
KOI 1705.01,,74.930659,13.136427,0.1510,,2.67,,CANDIDATE
KOI 1706.01,,77.304373,8.903934,0.0300,,2.81,,CANDIDATE
KOI 1707.01,,77.772322,8.270283,0.3780,,2.78,,CANDIDATE
KOI 1708.01,,75.432263,12.919002,0.1990,,2.11,,CANDIDATE
KOI 1710.01,,75.082617,13.811519,0.1020,,1.89,,CANDIDATE
KOI 1711.01,,75.508884,13.428619,0.2690,,2.71,,CANDIDATE
KOI 1713.01,,76.076269,13.259023,0.0570,,1.29,,CANDIDATE
KOI 1713.02,,76.076269,13.259023,0.0270,,1.21,,CANDIDATE
KOI 1715.01,,79.458417,12.171217,0.4300,,1.88,,CANDIDATE
KOI 1716.01,,79.645084,11.690677,0.0520,,2.13,,CANDIDATE
KOI 1717.01,,79.294555,12.627531,0.0930,,1.93,,CANDIDATE
KOI 1718.01,,79.460042,12.255369,0.3170,,3.55,,CANDIDATE
KOI 1720.01,,79.547970,12.699288,0.2710,,2.20,,CANDIDATE
KOI 1721.01,,79.902183,11.999023,0.2640,,2.24,,CANDIDATE
KOI 1722.01,,79.650815,12.580533,0.1130,,1.63,,CANDIDATE
KOI 1723.01,,79.996168,12.463505,0.3000,,3.28,,CANDIDATE
KOI 1724.01,,79.969355,12.385693,0.1280,,3.19,,CANDIDATE
KOI 1725.01,,78.168993,19.451411,0.0690,,1.93,,CONFIRMED
KOI 1726.01,,77.390967,10.591141,0.2450,,5.25,,CANDIDATE
KOI 1727.01,,71.586966,16.613205,0.2540,,5.22,,CONFIRMED
KOI 1731.01,,79.747722,6.541012,0.0340,,1.90,,CANDIDATE
KOI 1732.01,,75.330521,10.650640,0.2240,,2.69,,CANDIDATE
KOI 1733.01,,79.790940,6.890654,0.1170,,1.61,,CANDIDATE
KOI 1736.01,,74.286516,12.069201,0.1990,,2.60,,CANDIDATE
KOI 1738.01,,72.025079,10.574954,0.0460,,1.15,,CANDIDATE
KOI 1739.01,,74.968283,12.080187,0.6950,,1.85,,CANDIDATE
KOI 1746.01,,79.430411,6.801891,0.0980,,1.60,,CANDIDATE
KOI 1747.01,,74.780905,12.180854,0.1460,,2.99,,CANDIDATE
KOI 1749.01,,75.480691,10.089651,0.1720,,2.10,,CANDIDATE
KOI 1750.01,,74.451403,10.459167,0.0740,,1.30,,CANDIDATE
KOI 1751.01,,80.695503,9.444353,0.0780,,3.15,,CANDIDATE
KOI 1751.02,,80.695503,9.444353,0.1400,,3.44,,CANDIDATE
KOI 1754.01,,79.708304,7.781082,0.1200,,2.72,,CANDIDATE
KOI 1758.01,,75.779773,9.350807,0.0590,,2.33,,CANDIDATE
KOI 1760.01,,72.810596,8.188295,0.0600,,2.22,,CANDIDATE
KOI 1760.02,,72.810596,8.188295,0.0820,,1.89,,CANDIDATE
KOI 1761.01,,72.599469,8.778420,0.0950,,8.70,,CANDIDATE
KOI 1762.01,,75.338101,6.783489,0.0170,,2.02,,CANDIDATE
KOI 1773.01,,80.463492,11.287662,0.3190,,29.80,,CANDIDATE
KOI 1779.01,,80.951937,9.687233,0.0550,,5.94,,CANDIDATE
KOI 1779.02,,80.951937,9.687233,0.1030,,5.10,,CANDIDATE
KOI 1781.01,,80.249171,17.400740,0.0720,,3.29,,CANDIDATE
KOI 1781.02,,80.249171,17.400740,0.0380,,1.94,,CANDIDATE
KOI 1783.01,,78.272123,15.360259,0.5180,,7.69,,CANDIDATE
KOI 1784.01,,80.999451,10.368030,0.0580,,5.56,,CANDIDATE
KOI 1786.01,,71.815440,8.311976,0.1300,,4.38,,CANDIDATE
KOI 1787.01,,72.316982,13.908922,0.3920,,6.41,,CANDIDATE
KOI 1788.01,,69.420698,12.821084,0.3100,,5.44,,CANDIDATE
KOI 1790.01,,72.350602,16.026520,0.5100,,6.68,,CANDIDATE
KOI 1793.01,,75.813723,6.898080,0.0430,,30.18,,CANDIDATE
KOI 1797.01,,81.109282,11.795712,0.1170,,2.30,,CANDIDATE
KOI 1798.01,,75.183767,10.913019,0.1090,,8.55,,CANDIDATE
KOI 1799.01,,75.340904,8.373151,0.0280,,45.50,,CANDIDATE
KOI 1800.01,,78.727079,18.485830,0.0710,,4.36,,CANDIDATE
KOI 1801.01,,71.675281,13.199182,0.1090,,3.36,,CANDIDATE
KOI 1802.01,,81.134568,14.269918,0.0600,,2.37,,CANDIDATE
KOI 1803.01,,70.349427,14.166434,0.0530,,4.45,,CANDIDATE
KOI 1805.01,,71.321564,12.753850,0.0780,,6.45,,CANDIDATE
KOI 1805.02,,71.321564,12.753850,0.2140,,4.97,,CANDIDATE
KOI 1805.03,,71.321564,12.753850,0.0570,,3.40,,CANDIDATE
KOI 1808.01,,76.698651,10.406365,0.3930,,3.82,,CANDIDATE
KOI 1809.01,,77.217903,10.908261,0.1090,,2.41,,CANDIDATE
KOI 1809.02,,77.217903,10.908261,0.0570,,1.45,,CANDIDATE
KOI 1812.01,,73.453830,12.624655,0.0170,,4.57,,CANDIDATE
KOI 1813.01,,76.808995,16.321952,0.0860,,3.12,,CANDIDATE
KOI 1814.01,,73.414420,10.896016,0.1320,,4.45,,CANDIDATE
KOI 1815.01,,76.010670,20.305897,0.0410,,5.28,,CANDIDATE
KOI 1816.01,,76.871594,12.948643,0.0790,,4.17,,CANDIDATE
KOI 1818.01,,73.028603,18.898986,0.1260,,3.41,,CANDIDATE
KOI 1819.01,,79.393906,11.336416,0.0930,,1.61,,CANDIDATE
KOI 1820.01,,73.516408,19.586763,0.0500,,3.76,,CANDIDATE
KOI 1820.02,,73.516408,19.586763,0.0270,,2.29,,CANDIDATE
KOI 1822.01,,75.044315,6.784833,0.5340,,3.12,,CANDIDATE
KOI 1824.01,,70.695441,10.240230,0.0470,,1.97,,CANDIDATE
KOI 1824.02,,70.695441,10.240230,0.0290,,1.75,,CANDIDATE
KOI 1825.01,,74.297412,8.674090,0.1120,,4.46,,CANDIDATE
KOI 1826.01,,76.668507,7.220224,0.4880,,2.08,,CANDIDATE
KOI 1828.01,,83.522543,12.000057,0.4000,,3.95,,CANDIDATE
KOI 1829.01,,77.232074,9.221679,0.1480,,28.57,,CANDIDATE
KOI 1830.01,,69.302777,13.784983,0.0930,,1.76,,CANDIDATE
KOI 1831.01,,80.092558,18.131606,0.2590,,2.52,,CANDIDATE
KOI 1831.03,,80.092558,18.131606,0.1960,,1.35,,CANDIDATE
KOI 1832.01,,81.114850,16.181439,0.0510,,2.95,,CANDIDATE
KOI 1832.02,,81.114850,16.181439,0.1020,,2.55,,CANDIDATE
KOI 1832.03,,81.114850,16.181439,0.2140,,2.79,,CANDIDATE
KOI 1833.01,,80.343572,18.818049,0.0380,,1.40,,CANDIDATE
KOI 1835.01,,78.860199,11.837020,0.0540,,3.11,,CANDIDATE
KOI 1835.02,,78.860199,11.837020,0.0330,,2.69,,CANDIDATE
KOI 1835.03,,78.860199,11.837020,0.0700,,3.08,,CANDIDATE
KOI 1837.01,,78.909563,16.333224,0.1950,,2.67,,CANDIDATE
KOI 1838.01,,72.461765,12.586923,0.1120,,2.50,,CANDIDATE
KOI 1839.01,,71.193531,16.607430,0.0850,,4.94,,CANDIDATE
KOI 1840.01,,77.042753,9.694004,0.0730,,4.00,,CANDIDATE
KOI 1841.01,,81.295974,16.024775,0.2360,,2.05,,CANDIDATE
KOI 1842.01,,78.265600,7.522720,0.1240,,2.67,,CANDIDATE
KOI 1843.01,,70.540030,15.599350,0.0410,,1.35,,CANDIDATE
KOI 1843.02,,70.540030,15.599350,0.0550,,0.84,,CANDIDATE
KOI 1845.01,,70.735949,10.989628,0.0300,,4.26,,CANDIDATE
KOI 1845.02,,70.735949,10.989628,0.0570,,58.05,,CANDIDATE
KOI 1847.01,,74.507955,11.971195,0.1620,,2.50,,CANDIDATE
KOI 1848.01,,73.751265,15.518365,0.2680,,2.32,,CANDIDATE
KOI 1849.01,,81.276984,8.372366,0.0740,,2.43,,CANDIDATE
KOI 1850.01,,78.098517,11.227827,0.0970,,1.93,,CANDIDATE
KOI 1851.01,,78.876770,15.680521,0.0530,,2.18,,CANDIDATE
KOI 1852.01,,77.633533,15.784320,0.1260,,2.50,,CANDIDATE
KOI 1853.01,,75.196379,17.327480,0.3040,,1.97,,CANDIDATE
KOI 1854.01,,80.079973,10.407665,0.2360,,3.19,,CANDIDATE
KOI 1856.01,,82.904531,11.816389,0.2490,,4.33,,CANDIDATE
KOI 1857.01,,80.946889,14.559411,0.3810,,2.58,,CANDIDATE
KOI 1858.01,,75.739240,13.646418,0.4580,,4.33,,CANDIDATE
KOI 1858.02,,75.739240,13.646418,0.3750,,1.99,,CANDIDATE
KOI 1860.01,,71.757942,10.609365,0.0660,,2.44,,CANDIDATE
KOI 1860.02,,71.757942,10.609365,0.1020,,2.36,,CANDIDATE
KOI 1860.03,,71.757942,10.609365,0.0410,,1.52,,CANDIDATE
KOI 1861.01,,71.530855,9.966955,0.1340,,2.36,,CANDIDATE
KOI 1862.01,,75.627222,11.217504,0.2810,,2.39,,CANDIDATE
KOI 1863.01,,78.981614,18.294892,0.2110,,2.52,,CANDIDATE
KOI 1864.01,,71.066923,12.104424,0.0440,,2.67,,CANDIDATE
KOI 1866.01,,77.478166,14.972698,0.4390,,3.88,,CANDIDATE
KOI 1867.01,,76.566203,12.042461,0.0300,,1.21,,CANDIDATE
KOI 1867.02,,76.566203,12.042461,0.0930,,2.15,,CANDIDATE
KOI 1867.03,,76.566203,12.042461,0.0480,,1.08,,CANDIDATE
KOI 1868.01,,74.232708,12.505436,0.1100,,2.07,,CANDIDATE
KOI 1870.01,,76.532566,20.378194,0.0740,,2.63,,CANDIDATE
KOI 1871.01,,76.775770,17.797698,0.3470,,2.18,,CANDIDATE
KOI 1872.01,,77.777793,15.920812,0.1810,,6.53,,CANDIDATE
KOI 1873.01,,73.999477,8.070420,0.3480,,5.34,,CANDIDATE
KOI 1874.01,,79.853907,8.432417,0.1110,,2.18,,CANDIDATE
KOI 1874.02,,79.853907,8.432417,0.0600,,1.42,,CANDIDATE
KOI 1875.01,,80.843857,10.054880,0.0870,,1.94,,CANDIDATE
KOI 1876.01,,83.020425,11.868290,0.2970,,2.25,,CANDIDATE
KOI 1877.01,,77.613890,18.693888,0.1440,,3.27,,CANDIDATE
KOI 1878.01,,69.054893,13.965929,0.2410,,3.24,,CANDIDATE
KOI 1879.01,,76.838723,12.196272,0.1270,,3.15,,CANDIDATE
KOI 1880.01,,78.595928,15.694218,0.0180,,1.49,,CANDIDATE
KOI 1881.01,,69.373894,15.462833,0.1660,,2.65,,CANDIDATE
KOI 1882.01,,73.985347,11.391661,0.0460,,1.50,,CANDIDATE
KOI 1883.01,,81.066482,16.582930,0.0380,,1.00,,CANDIDATE
KOI 1884.01,,73.954534,7.964425,0.1440,,4.06,,CANDIDATE
KOI 1884.02,,73.954534,7.964425,0.0500,,2.12,,CANDIDATE
KOI 1885.01,,82.538436,11.864640,0.0620,,1.92,,CANDIDATE
KOI 1886.01,,80.841036,8.687499,0.0680,,2.45,,CANDIDATE
KOI 1888.01,,77.653094,17.073161,0.5200,,4.31,,CANDIDATE
KOI 1889.01,,79.032049,17.884463,0.1110,,2.82,,CANDIDATE
KOI 1889.02,,79.032049,17.884463,0.0830,,1.84,,CANDIDATE
KOI 1890.01,,75.783787,11.306746,0.0550,,1.49,,CANDIDATE
KOI 1891.01,,75.936966,15.059542,0.1140,,1.84,,CANDIDATE
KOI 1891.02,,75.936966,15.059542,0.0740,,1.25,,CANDIDATE
KOI 1892.01,,78.388286,11.213822,0.3000,,2.96,,CANDIDATE
KOI 1893.01,,77.092894,12.786839,0.0440,,1.21,,CANDIDATE
KOI 1894.01,,83.258318,11.796201,0.0750,,16.29,,CANDIDATE
KOI 1895.01,,71.928434,10.453098,0.0650,,1.74,,CANDIDATE
KOI 1895.02,,71.928434,10.453098,0.1050,,1.92,,CANDIDATE
KOI 1895.03,,71.928434,10.453098,0.1580,,1.81,,CANDIDATE
KOI 1897.01,,72.380861,13.425947,0.3060,,2.63,,CANDIDATE
KOI 1898.01,,73.892738,15.910916,0.0670,,1.50,,CANDIDATE
KOI 1899.01,,76.224537,9.319378,0.1380,,2.15,,CANDIDATE
KOI 1900.01,,79.203777,10.772095,0.0470,,1.28,,CANDIDATE
KOI 1901.01,,69.566255,14.030810,0.3840,,1.99,,CANDIDATE
KOI 1904.01,,78.644937,9.964293,0.1030,,3.60,,CANDIDATE
KOI 1905.01,,77.953970,17.203915,0.0700,,1.36,,CANDIDATE
KOI 1906.01,,83.194207,12.299996,0.0790,,15.57,,CANDIDATE
KOI 1907.01,,72.293113,18.000542,0.0830,,2.02,,CANDIDATE
KOI 1908.01,,73.547096,10.864070,0.0860,,1.30,,CANDIDATE
KOI 1908.02,,73.547096,10.864070,0.1330,,1.05,,CANDIDATE
KOI 1909.01,,77.790218,16.792009,0.1070,,1.52,,CANDIDATE
KOI 1909.02,,77.790218,16.792009,0.0610,,1.15,,CANDIDATE
KOI 1909.03,,77.790218,16.792009,0.1680,,1.63,,CANDIDATE
